name,michelin_award,city,cuisine1,cuisine2,lon,lat,description,cuisine
Tantris,1,Novara,Creative,,8.6103409,45.4827671,This restaurant has just one modern and elegant dining room,Creative
Tantris,1,Novara,Creative,,8.6103409,45.4827671,This restaurant has just one modern and elegant dining room,
Tapas Molecular Bar,1,Tokyo,Innovative,,139.7730063,35.6869901,The chef uses the latest techniques to offer food ‘theatre,Innovative
Tapas Molecular Bar,1,Tokyo,Innovative,,139.7730063,35.6869901,The chef uses the latest techniques to offer food ‘theatre,
Tatau,1,Huesca,Creative,Traditional Cuisine,-0.4085046,42.1385333,If you’re looking for a gastro-bar with a,Creative
Tatau,1,Huesca,Creative,Traditional Cuisine,-0.4085046,42.1385333,If you’re looking for a gastro-bar with a,Traditional Cuisine
Tate,2,Hong Kong,Innovative,,114.1477192,22.2855757,Owner-chef Vicky Lau tells edible stories with a six,Innovative
Tate,2,Hong Kong,Innovative,,114.1477192,22.2855757,Owner-chef Vicky Lau tells edible stories with a six,
Taverna Estia,2,Brusciano,Creative,,14.4232938,40.9083323,This restaurant always meets expectations with its attractive mix of,Creative
Taverna Estia,2,Brusciano,Creative,,14.4232938,40.9083323,This restaurant always meets expectations with its attractive mix of,
Taverna del Capitano,1,Marina del Cantone,Creative,,14.3565359,40.5833911,"Local ingredients take pride of place in this restaurant, transformed",Creative
Taverna del Capitano,1,Marina del Cantone,Creative,,14.3565359,40.5833911,"Local ingredients take pride of place in this restaurant, transformed",
Taverne zum Schäfli,2,Wigoltingen,Classic French,Market Cuisine,9.0325819,47.5957416,The original charm of this delightful 300 year-old half,Classic French
Taverne zum Schäfli,2,Wigoltingen,Classic French,Market Cuisine,9.0325819,47.5957416,The original charm of this delightful 300 year-old half,Market Cuisine
Taïrroir,2,Taipei,Innovative,,121.559303,25.082896,"The 1,876 copper tiles hanging from the ceiling are",Innovative
Taïrroir,2,Taipei,Innovative,,121.559303,25.082896,"The 1,876 copper tiles hanging from the ceiling are",
Tea Culture (East Beijing Road),1,Shanghai,Huaiyang,,121.464502,31.22318,You can tell from its name that the restaurant is,Huaiyang
Tea Culture (East Beijing Road),1,Shanghai,Huaiyang,,121.464502,31.22318,You can tell from its name that the restaurant is,
Temmabashi Fujikawa,1,Osaka,Japanese,,135.516558,34.692102,"Shinji Fujikawa wanted to stage a unique, climactic scene in",Japanese
Temmabashi Fujikawa,1,Osaka,Japanese,,135.516558,34.692102,"Shinji Fujikawa wanted to stage a unique, climactic scene in",
Temporis,1,Chicago,Contemporary,Modern Cuisine,-87.66725,41.898907,Although this veritable jewel box deserves to have its name,Contemporary
Temporis,1,Chicago,Contemporary,Modern Cuisine,-87.66725,41.898907,Although this veritable jewel box deserves to have its name,Modern Cuisine
Tempura Ginya,2,Tokyo,Tempura,,139.723162,35.637444,Katsuji Ginya wants his tempura to be light in texture,Tempura
Tempura Ginya,2,Tokyo,Tempura,,139.723162,35.637444,Katsuji Ginya wants his tempura to be light in texture,
Tempura Kondo,2,Tokyo,Tempura,,139.763104,35.671184,Fumio Kondo sets a modern example for Edomae tempura. He,Tempura
Tempura Kondo,2,Tokyo,Tempura,,139.763104,35.671184,Fumio Kondo sets a modern example for Edomae tempura. He,
Tempura Maehira,1,Tokyo,Tempura,,139.7338637,35.6556445,A unique touch here is owner-chef Tomokazu Maehira’s,Tempura
Tempura Maehira,1,Tokyo,Tempura,,139.7338637,35.6556445,A unique touch here is owner-chef Tomokazu Maehira’s,
Tempura Matsui,1,New York,Japanese,Tempura,-73.9748599,40.7483542,If anything indicates the strength of New York City’s,Japanese
Tempura Matsui,1,New York,Japanese,Tempura,-73.9748599,40.7483542,If anything indicates the strength of New York City’s,Tempura
Tempura Miyashiro,1,Tokyo,Tempura,,139.697277,35.641547,The restaurant is a remodelled old house built 100 years,Tempura
Tempura Miyashiro,1,Tokyo,Tempura,,139.697277,35.641547,The restaurant is a remodelled old house built 100 years,
Tempura Mizuki,1,Kyoto,Tempura,,135.770837,35.013768,The highlight of the tempura is the various kinds of,Tempura
Tempura Mizuki,1,Kyoto,Tempura,,135.770837,35.013768,The highlight of the tempura is the various kinds of,
Tempura Motoyoshi,1,Tokyo,Tempura,,139.7171744,35.6678337,"The season is emphasised more than anything, and the four",Tempura
Tempura Motoyoshi,1,Tokyo,Tempura,,139.7171744,35.6678337,"The season is emphasised more than anything, and the four",
Tempura Shimomura,1,Tokyo,Tempura,,139.785405,35.704205,The menu comprises seasonal seafood and vegetable tempura. In spring,Tempura
Tempura Shimomura,1,Tokyo,Tempura,,139.785405,35.704205,The menu comprises seasonal seafood and vegetable tempura. In spring,
Tempura Yaguchi,1,Tokyo,Tempura,,139.784022,35.686176,The sound of the flame and the heat haze above,Tempura
Tempura Yaguchi,1,Tokyo,Tempura,,139.784022,35.686176,The sound of the flame and the heat haze above,
Ten Yokota,1,Tokyo,Tempura,,139.732286,35.65684,Shogo Yokota learned his skills from his father. While keeping,Tempura
Ten Yokota,1,Tokyo,Tempura,,139.732286,35.65684,Shogo Yokota learned his skills from his father. While keeping,
Ten-you,1,Kyoto,Tempura,,135.765692,35.009557,"In an interior reminiscent of a sukiya, the sound of",Tempura
Ten-you,1,Kyoto,Tempura,,135.765692,35.009557,"In an interior reminiscent of a sukiya, the sound of",
Tenjimbashi Aoki,2,Osaka,Japanese,,135.5110969,34.713963,"“Japanese cuisine is an art comprising multiple arts”, observes",Japanese
Tenjimbashi Aoki,2,Osaka,Japanese,,135.5110969,34.713963,"“Japanese cuisine is an art comprising multiple arts”, observes",
Tenoshima,1,Tokyo,Japanese,,139.725138,35.671024,Ryohei Hayashi’s slogan is ‘Washoku for all’. He serves,Japanese
Tenoshima,1,Tokyo,Japanese,,139.725138,35.671024,Ryohei Hayashi’s slogan is ‘Washoku for all’. He serves,
Tentazioni,1,Bordeaux,Italian,,-0.5816042,44.8435566,"She hails from Brittany, he from Sardinia and their restaurant",Italian
Tentazioni,1,Bordeaux,Italian,,-0.5816042,44.8435566,"She hails from Brittany, he from Sardinia and their restaurant",
Tentempura Uchitsu,2,Tokyo,Tempura,,139.721271,35.647881,Takahisa Uchitsu’s credo is harmony between Edomae tempura and,Tempura
Tentempura Uchitsu,2,Tokyo,Tempura,,139.721271,35.647881,Takahisa Uchitsu’s credo is harmony between Edomae tempura and,
Terada,1,Osaka,Japanese,,135.532741,34.674235,The young owner-chef serves dishes that are based on,Japanese
Terada,1,Osaka,Japanese,,135.532741,34.674235,The young owner-chef serves dishes that are based on,
Terra,1,Singapore,Italian Contemporary,,103.8443,1.27802,Its “Tokyo-Italian” strapline aptly describes this restaurant’s seamless,Italian Contemporary
Terra,1,Singapore,Italian Contemporary,,103.8443,1.27802,Its “Tokyo-Italian” strapline aptly describes this restaurant’s seamless,
Terra,2,Sarentino,Creative,Regional Cuisine,11.3221975,46.6521107,An elegant house situated at the end of a road,Creative
Terra,2,Sarentino,Creative,Regional Cuisine,11.3221975,46.6521107,An elegant house situated at the end of a road,Regional Cuisine
Terrazza Bosquet,1,Sorrento,Creative,,14.3758036,40.6284812,"Housed in the splendid setting of the Excelsior Vittoria, this",Creative
Terrazza Bosquet,1,Sorrento,Creative,,14.3758036,40.6284812,"Housed in the splendid setting of the Excelsior Vittoria, this",
Terre-Mer au Domaine de Kerdrain,1,Auray,Modern Cuisine,,-2.9893083,47.6677051,Anthony Jehanno has a new house and a new interior,Modern Cuisine
Terre-Mer au Domaine de Kerdrain,1,Auray,Modern Cuisine,,-2.9893083,47.6677051,Anthony Jehanno has a new house and a new interior,
Terreno,1,SEOUL,Spanish,,126.9847,37.58313,"At Terreno, authentic Spanish cuisine is juxtaposed against the chef",Spanish
Terreno,1,SEOUL,Spanish,,126.9847,37.58313,"At Terreno, authentic Spanish cuisine is juxtaposed against the chef",
Teruya,1,Osaka,Japanese,,135.517727,34.66929,The brick walls and storehouse doors make for an atmosphere,Japanese
Teruya,1,Osaka,Japanese,,135.517727,34.66929,The brick walls and storehouse doors make for an atmosphere,
The Angel,1,Hetton,Modern Cuisine,,-2.0596882,54.0258838,Deep within the Yorkshire Dales National Park sits The Angel,Modern Cuisine
The Angel,1,Hetton,Modern Cuisine,,-2.0596882,54.0258838,Deep within the Yorkshire Dales National Park sits The Angel,
The Araki,1,Hong Kong,Sushi,,114.1697935,22.2957587,"Helmed by Mitsuhiro Araki himself, The Araki is the second",Sushi
The Araki,1,Hong Kong,Sushi,,114.1697935,22.2957587,"Helmed by Mitsuhiro Araki himself, The Araki is the second",
The Barn,1,Aughton,Modern British,,-2.8902774,53.5402555,This rustic restored barn is the more informal sister to,Modern British
The Barn,1,Aughton,Modern British,,-2.8902774,53.5402555,This rustic restored barn is the more informal sister to,
The Beijing Kitchen,1,Beijing,Cantonese,,116.473274,39.909316,"With over 20 years of experience, this owner-chef from",Cantonese
The Beijing Kitchen,1,Beijing,Cantonese,,116.473274,39.909316,"With over 20 years of experience, this owner-chef from",
The Butcher's son,1,Antwerpen,Traditional Cuisine,Meats and Grills,4.4157849,51.1994236,The former De Koninck brewery is the perfect blend of,Traditional Cuisine
The Butcher's son,1,Antwerpen,Traditional Cuisine,Meats and Grills,4.4157849,51.1994236,The former De Koninck brewery is the perfect blend of,Meats and Grills
The Cellar,1,Anstruther,Modern Cuisine,Scottish,-2.695993,56.2220468,Local lad Billy Boyter worked in several of Edinburgh’s,Modern Cuisine
The Cellar,1,Anstruther,Modern Cuisine,Scottish,-2.695993,56.2220468,Local lad Billy Boyter worked in several of Edinburgh’s,Scottish
The Chairman,1,Hong Kong,Cantonese,,114.15297,22.28444,Showing respect for the mostly organic ingredients from small suppliers,Cantonese
The Chairman,1,Hong Kong,Cantonese,,114.15297,22.28444,Showing respect for the mostly organic ingredients from small suppliers,
The Clocktower,1,New York,Contemporary,English,-73.9875324,40.7413666,Nothing says “Brit” like a billiards room and there’s,Contemporary
The Clocktower,1,New York,Contemporary,English,-73.9875324,40.7413666,Nothing says “Brit” like a billiards room and there’s,English
The Clove Club,2,London,Creative,,-0.0793371,51.5271054,It's the balance and the variety of the set,Creative
The Clove Club,2,London,Creative,,-0.0793371,51.5271054,It's the balance and the variety of the set,
The Coach,1,Marlow,Modern British,,-0.7771484,51.5717051,It’s set just down the road from its bigger,Modern British
The Coach,1,Marlow,Modern British,,-0.7771484,51.5717051,It’s set just down the road from its bigger,
The Cook,1,Genoa,Modern Cuisine,Contemporary,8.933349,44.408585,"Housed in the 14C Palazzo Branca Doria, a beautiful residence",Modern Cuisine
The Cook,1,Genoa,Modern Cuisine,Contemporary,8.933349,44.408585,"Housed in the 14C Palazzo Branca Doria, a beautiful residence",Contemporary
The Cross at Kenilworth,1,Kenilworth,British Contemporary,Classic Cuisine,-1.5796992,52.3503568,When you first catch sight of this pub’s smart,British Contemporary
The Cross at Kenilworth,1,Kenilworth,British Contemporary,Classic Cuisine,-1.5796992,52.3503568,When you first catch sight of this pub’s smart,Classic Cuisine
The Dabney,1,Washington,American,,-77.0245936,38.9062921,"The Blagden Alley may have been charmless once, but it",American
The Dabney,1,Washington,American,,-77.0245936,38.9062921,"The Blagden Alley may have been charmless once, but it",
The Dining Room,1,Malmesbury,Creative,,-2.1490761,51.5840216,Twelve acres of formal grounds surround this charming Cotswold stone,Creative
The Dining Room,1,Malmesbury,Creative,,-2.1490761,51.5840216,Twelve acres of formal grounds surround this charming Cotswold stone,
The Duchess,1,Amsterdam,Mediterranean Cuisine,French,4.8894578,52.3728921,The Duchess is inspired by the elegant Belle Époque period,Mediterranean Cuisine
The Duchess,1,Amsterdam,Mediterranean Cuisine,French,4.8894578,52.3728921,The Duchess is inspired by the elegant Belle Époque period,French
The Eight,3,Macau,Cantonese,,113.54341,22.190475,The lavish interior uses the traditional Chinese goldfish motifs and,Cantonese
The Eight,3,Macau,Cantonese,,113.54341,22.190475,The lavish interior uses the traditional Chinese goldfish motifs and,
The Four Horsemen,1,New York,American,Californian,-73.9574999,40.7129264,Encounter large smiles and a particularly warm and welcoming vibe,American
The Four Horsemen,1,New York,American,Californian,-73.9574999,40.7129264,Encounter large smiles and a particularly warm and welcoming vibe,Californian
The French Laundry,3,Yountville,Contemporary,French,-122.36474,38.40443,Over 20 years old and topping every foodie’s bucket,Contemporary
The French Laundry,3,Yountville,Contemporary,French,-122.36474,38.40443,Over 20 years old and topping every foodie’s bucket,French
The Georg,1,Beijing,European Contemporary,,116.39889,39.934451,"Tucked in a restored riverside quadrangle house, Georg Jensen’s",European Contemporary
The Georg,1,Beijing,European Contemporary,,116.39889,39.934451,"Tucked in a restored riverside quadrangle house, Georg Jensen’s",
The Glass Garden,1,Salzburg,Modern Cuisine,,13.03569,47.8039566,Schloss Mönchstein boasts a great location here: a distinctive glass,Modern Cuisine
The Glass Garden,1,Salzburg,Modern Cuisine,,13.03569,47.8039566,Schloss Mönchstein boasts a great location here: a distinctive glass,
The Glasshouse,1,London,Modern Cuisine,,-0.2857459,51.4770687,Everyone deserves a neighbourhood restaurant like the lucky residents of,Modern Cuisine
The Glasshouse,1,London,Modern Cuisine,,-0.2857459,51.4770687,Everyone deserves a neighbourhood restaurant like the lucky residents of,
The Glenturret Lalique,1,Crieff,Modern Cuisine,,-3.8527163,56.3890265,Set within The Glenturret Distillery – Scotland’s oldest working whisky,Modern Cuisine
The Glenturret Lalique,1,Crieff,Modern Cuisine,,-3.8527163,56.3890265,Set within The Glenturret Distillery – Scotland’s oldest working whisky,
The Guest House,2,Taipei,Huaiyang,Sichuan,121.521862,25.044601,"Formerly a members-only dining club, it excites not with",Huaiyang
The Guest House,2,Taipei,Huaiyang,Sichuan,121.521862,25.044601,"Formerly a members-only dining club, it excites not with",Sichuan
The Inn at Little Washington,3,Washington,American,French,-78.1595348,38.7134767,Set 90 minutes from DC in a town whose very,American
The Inn at Little Washington,3,Washington,American,French,-78.1595348,38.7134767,Set 90 minutes from DC in a town whose very,French
The Jane,2,Antwerpen,Creative,,4.4233593,51.2023273,"This striking chapel, now a trend-setting temple, is unique",Creative
The Jane,2,Antwerpen,Creative,,4.4233593,51.2023273,"This striking chapel, now a trend-setting temple, is unique",
The Japanese Restaurant,1,Andermatt,Japanese Contemporary,Fusion,8.5947275,46.6363781,"This restaurant oozes authenticity, from the extremely high-quality and",Japanese Contemporary
The Japanese Restaurant,1,Andermatt,Japanese Contemporary,Fusion,8.5947275,46.6363781,"This restaurant oozes authenticity, from the extremely high-quality and",Fusion
The Japanese by The Chedi,1,Andermatt,Japanese Contemporary,Fusion,8.6255457,46.6557369,"A truly outstanding restaurant, thanks to its fantastic panoramic location",Japanese Contemporary
The Japanese by The Chedi,1,Andermatt,Japanese Contemporary,Fusion,8.6255457,46.6557369,"A truly outstanding restaurant, thanks to its fantastic panoramic location",Fusion
The Kitchen,1,Sacramento,Contemporary,Californian,-121.414234,38.5890509,"The name may sound generic, but dining here is an",Contemporary
The Kitchen,1,Sacramento,Contemporary,Californian,-121.414234,38.5890509,"The name may sound generic, but dining here is an",Californian
The Kitchen,1,Macau,Steakhouse,,113.5432276,22.1911977,Beef is the star of the show at this handsome,Steakhouse
The Kitchen,1,Macau,Steakhouse,,113.5432276,22.1911977,Beef is the star of the show at this handsome,
The Man Behind The Curtain,1,Leeds,Creative,,-1.5393791,53.7982253,"If you’re looking for the unconventional, you’ve come",Creative
The Man Behind The Curtain,1,Leeds,Creative,,-1.5393791,53.7982253,"If you’re looking for the unconventional, you’ve come",
The Marcel,1,Sète,Mediterranean Cuisine,Modern Cuisine,3.6981431,43.4026375,A former working-class eatery is now the smart gourmet,Mediterranean Cuisine
The Marcel,1,Sète,Mediterranean Cuisine,Modern Cuisine,3.6981431,43.4026375,A former working-class eatery is now the smart gourmet,Modern Cuisine
The Millèn,1,Rotterdam,Modern Cuisine,,4.4714977,51.9226379,"The Millennium Tower is a Rotterdam landmark and, thanks to",Modern Cuisine
The Millèn,1,Rotterdam,Modern Cuisine,,4.4714977,51.9226379,"The Millennium Tower is a Rotterdam landmark and, thanks to",
The Modern,2,New York,Contemporary,,-73.97628,40.76106,The Modern is designed to capture the iconic feel of,Contemporary
The Modern,2,New York,Contemporary,,-73.97628,40.76106,The Modern is designed to capture the iconic feel of,
The Muddlers Club,1,Belfast,Modern Cuisine,,-5.9274028,54.6014775,"Hidden away in the Cathedral Quarter is this modern, industrial",Modern Cuisine
The Muddlers Club,1,Belfast,Modern Cuisine,,-5.9274028,54.6014775,"Hidden away in the Cathedral Quarter is this modern, industrial",
